time	status_id
2021-04-23 19:21:43	1385591366000939008
2021-04-23 21:25:30	1385623198763405319
2021-04-23 21:25:54	1385621957958242304
2021-04-23 21:26:19	1385619574524051459
2021-04-23 21:26:45	1385619426402201603
2021-04-23 21:27:08	1385619181329031171
2021-04-23 22:18:10	1385636349106016261
2021-04-23 22:21:49	1385636291832807426
2021-04-23 22:21:50	1385587405281918977
2021-04-23 22:21:51	1385635916627075076
2021-04-23 22:21:51	1385634419210338304
2021-04-23 22:21:52	1385631236845039622
2021-04-23 22:21:52	1385628973166522370
2021-04-23 22:21:53	1385628448215814147
2021-04-23 22:21:53	1385626953059758084
2021-04-23 22:21:54	1385504685675581444
2021-04-23 22:21:55	1385597793415229442
2021-04-23 22:21:55	1385625523020177411
2021-04-23 22:21:56	1385625280878809092
2021-04-23 22:21:56	1385624955484655619
2021-04-23 22:21:57	1385624935796678657
2021-04-23 22:21:57	1385624133875081225
2021-04-23 22:21:58	1385623769171906566
2021-04-23 22:21:59	1385623671071330305
2021-04-23 22:21:59	1385623479177801728
2021-04-23 22:22:00	1385623436802760704
2021-04-23 22:22:01	1385612763028869120
2021-04-23 22:22:01	1385612749284257795
2021-04-23 22:22:02	1385612379652694018
2021-04-23 22:22:03	1385611765350682627
2021-04-23 22:22:03	1385610793769594882
2021-04-23 22:22:04	1385610051885232129
2021-04-23 22:22:05	1385607985565782016
2021-04-23 22:22:05	1385158598343397376
2021-04-23 22:22:06	1385113204775399429
2021-04-23 22:22:06	1385170937700564993
2021-04-23 22:22:07	1385607719915167747
2021-04-23 22:22:08	1385606133407096835
2021-04-23 22:22:08	1385604647256166408
2021-04-23 22:22:09	1385596116117323777
2021-04-23 22:22:10	1385600364456529928
2021-04-23 22:22:10	1385594273253363712
2021-04-23 22:22:11	1385593280973262850
2021-04-23 22:22:12	1385585046170578946
2021-04-23 22:22:12	1385592127518773251
2021-04-23 22:22:13	1385591962930094084
2021-04-23 22:22:14	1385591944793890816
2021-04-23 22:22:15	1385243846515122182
2021-04-23 22:22:15	1384778193601581056
2021-04-23 22:22:16	1385589313539248132
2021-04-23 22:22:16	1384788041932283906
2021-04-23 22:22:17	1385587509657178117
2021-04-23 22:22:18	1385586940594974720
2021-04-23 22:22:18	1385586361281908737
2021-04-23 22:22:19	1385583735504998405
2021-04-23 22:22:20	1385583589157376003
2021-04-23 22:22:20	1385581756934332421
2021-04-23 22:22:21	1385579003382140930
2021-04-23 22:22:22	1385579650445836291
2021-04-23 22:22:22	1385573719909670917
2021-04-23 22:22:23	1385572286787293190
2021-04-23 22:22:24	1385568234930274308
2021-04-23 22:22:24	1385568083641737229
2021-04-23 22:22:25	1385566791531827206
2021-04-23 22:22:25	1385566404305252355
2021-04-23 22:22:26	1385566080387608580
2021-04-23 22:22:26	1385565043425636355
2021-04-23 22:22:27	1385532596692525057
2021-04-23 22:22:27	1385534564194394115
2021-04-23 22:22:28	1385520894613757955
2021-04-23 22:22:29	1385565332354441217
2021-04-23 22:22:29	1385519183870382081
2021-04-23 22:22:30	1385522345201135617
2021-04-23 22:22:30	1385565015193702402
2021-04-23 22:22:31	1385540684233412610
2021-04-23 22:22:32	1385564760377159685
2021-04-23 22:22:32	1385563958871007234
2021-04-23 22:22:33	1384841386055372808
2021-04-23 22:22:34	1385493800294834176
2021-04-23 22:22:35	1385558324284772353
2021-04-23 22:22:36	1385309951585779714
2021-04-23 22:22:36	1385306204293894152
2021-04-23 22:22:37	1385488735265902592
2021-04-23 22:22:38	1385555073988657160
2021-04-23 22:22:38	1385540852030656517
2021-04-23 22:22:39	1385550952879382530
2021-04-23 22:22:40	1385550737942335491
2021-04-23 22:22:40	1385550308521086980
2021-04-23 22:22:41	1385527098081648645
2021-04-23 22:22:41	1385532702187683840
2021-04-24 00:55:24	1385673086779809794
2021-04-24 00:57:15	1385664044661575681
2021-04-24 00:57:15	1385663618679705608
2021-04-24 00:57:16	1385662663288520704
2021-04-24 00:57:17	1385660919250751491
2021-04-24 00:57:17	1385657238480556033
2021-04-24 00:57:18	1385655283297492992
2021-04-24 00:57:19	1385648919770632193
2021-04-24 00:57:20	1385083612790284295
2021-04-24 00:57:20	1385647253348511747
2021-04-24 00:57:21	1385643138350342145
2021-04-24 00:57:21	1385218593218916364
2021-04-24 00:57:22	1385639468510584832
2021-04-24 00:57:25	1385549577911111681
2021-04-24 00:57:26	1385549520361066498
2021-04-24 00:57:26	1385548667336073218
2021-04-24 00:57:27	1385548220244185094
2021-04-24 00:57:27	1385544202826575878
2021-04-24 00:57:28	1385544779740504064
2021-04-24 00:57:28	1385543005323423749
2021-04-24 00:57:29	1385539685418635264
2021-04-24 00:57:30	1385535317503930369
2021-04-24 00:57:31	1385518502988058626
2021-04-24 00:57:32	1385532414160621571
2021-04-24 00:57:32	1385530343575277569
